位置,房屋信息,单价元/平,经度,纬度,WGS84经度,WGS84纬度,总价/万元
广东省深圳市外贸大院,3室1厅|101平米|南|简装|中楼层(共6层)|1986年|板塔结合,50000,114.14725523164182,22.56666103181027,114.1357296617536,22.563216840014583,505.0
广东省深圳市曲尺楼,3室1厅|71.95平米|南|其他|低楼层(共7层)|板楼,47300,114.14697136710076,22.557772536784203,114.13545548112523,22.55432595448482,341.0
广东省深圳市文锦大厦,3室2厅|76平米|北|简装|中楼层(共32层)|1990年|板塔结合,38000,114.13815306123443,22.549167593893507,114.12664835954853,22.545593966972252,279.25
广东省深圳市新芙楼,3室2厅|99.22平米|南|其他|中楼层(共8层)|板楼,43339,114.14740138594824,22.5475968103004,114.13589373665708,22.544160004542597,430.0
广东省深圳市金安大厦,3室2厅|88.71平米|西南|其他|低楼层(共24层)|1995年|塔楼,39700,113.90921819531172,22.79833163956513,113.89787088857511,22.795205258647076,353.0
广东省深圳市乐扬枫景,1室1厅|45.21平米|东|精装|中楼层(共23层)|2004年|板塔结合,67900,114.1478932082148,22.564645653979536,114.13636930977928,22.56121323514843,304.6666666666667
广东省深圳市景贝北小区,2室2厅|73.27平米|南北|其他|高楼层(共7层)|1986年|板塔结合,56000,114.14887020528712,22.561423323729027,114.13734893017752,22.558009291693093,410.25
广东省深圳市景园大厦(爱国路),2室2厅|88.05平米|东南|其他|高楼层(共30层)|1994年|塔楼,42000,114.14657135165731,22.56703073005225,114.13504591872102,22.56357465306384,370.0
广东省深圳市清平路28号自来水公司（自来水罗湖综合楼）,2室2厅|82.15平米|东南|简装|高楼层(共4层)|1997年|板塔结合,46000,114.14039262337688,22.55300385200891,114.128884681379,22.54945719643416,378.0
广东省深圳市文锦渡海关二院,3室2厅|78.5平米|南|精装|低楼层(共6层)|1996年|板塔结合,54700,114.13523904799158,22.545887986827065,114.12373580895368,22.54228482352592,415.0
广东省深圳市外贸经济开发大厦,3室2厅|85.74平米|南|其他|高楼层(共8层)|板楼,52485,114.14657296860725,22.56812997358409,114.1350463369952,22.564673598643104,450.0
广东省深圳市嘉意台,2室2厅|75.66平米|北|精装|高楼层(共14层)|1999年|塔楼,60300,114.07154209074166,22.526031004094456,114.05987416863472,22.523071625562626,457.0
广东省深圳市里奥de花园,2室2厅|67.84平米|东北|精装|高楼层(共23层)|2005年|塔楼,59800,114.072371047066,22.533387089493083,114.06070518378458,22.530422482815435,418.0
广东省深圳市深荣大厦,1室0厅|50.31平米|西北|精装|中楼层(共23层)|2000年|塔楼,50000,114.0737597375534,22.52398072366139,114.06209150215992,22.521005472365157,260.5
广东省深圳市港田花园,2室1厅|58.03平米|南|其他|高楼层(共32层)|2003年|塔楼,63761,114.08024703045264,22.52296900917759,114.06858623771622,22.519925195662797,419.54545454545456
广东省深圳市水围新家园,2室1厅|78.27平米|南西南|简装|高楼层(共17层)|2004年|板塔结合,70100,114.06975194752197,22.52703910716588,114.058084691168,22.52408938961128,529.5
广东省深圳市皇岗花园大厦,2室1厅|74.03平米|东南|简装|高楼层(共18层)|1995年|板塔结合,47279,114.07166246367996,22.53338750676789,114.05999647822476,22.530427542877952,375.5
广东省深圳市海悦华城,3室1厅|89.39平米|西北|其他|低楼层(共35层)|2000年|板塔结合,53698,114.07659326262258,22.52252507764693,114.0649266378413,22.51952371128854,532.0
广东省深圳市朝恒大厦,3室1厅|103.18平米|南|其他|中楼层(共20层)|1996年|板塔结合,50000,114.07168546030098,22.532029353968586,114.06001933041244,22.529069262946617,516.0
广东省深圳市时代星居,2室2厅|67.34平米|北|其他|高楼层(共15层)|2008年|板塔结合,87170,114.07305735247536,22.52860787400485,114.0613907715543,22.525638327240227,587.0
广东省深圳市金桂大厦,3室2厅|118.84平米|南|简装|低楼层(共22层)|2003年|板塔结合,60586,114.06956267455108,22.520348966008303,114.05789183793418,22.51739952872477,720.0
广东省深圳市银华大厦,2室1厅|68.97平米|南|简装|中楼层(共24层)|1998年|板塔结合,52400,114.04238246508352,22.62836404458025,114.03078032107052,22.625223535968463,422.5
广东省深圳市通新岭,3室1厅|78.52平米|南北|其他|高楼层(共6层)|1995年|板楼,98300,114.10367480109905,22.55426104710552,114.0920863071783,22.55081855477682,908.3333333333334
广东省深圳市电子设计院,3室2厅|95.57平米|南北|其他|高楼层(共7层)|1988年|板楼,69060,114.09601399892804,22.54864397355691,114.08439970670356,22.545338607053377,660.0
广东省深圳市桑达小区,1室0厅|33.89平米|西南|其他|高楼层(共6层)|1984年|板楼,100000,114.0971988638953,22.551339491178783,114.08558714112236,22.548011920502567,339.0
广东省深圳市华发大院,3室2厅|91.08平米|南|其他|中楼层(共8层)|板楼,65877,114.08952607721491,22.55191199914586,114.07788587148823,22.548722901266853,542.5
广东省深圳市上步工业区,1室0厅|35.49平米|南|其他|中楼层(共6层)|1989年|板塔结合,69034,114.09041414204178,22.553409053148272,114.0787756366217,22.550204039246356,245.0
广东省深圳市深勘大厦,3室2厅|179.09平米|南北|简装|中楼层(共30层)|1994年|塔楼,22336,114.10203147804576,22.554038710437485,114.09043663545408,22.55062422565296,400.0
广东省深圳市玉丰楼,1室1厅|40.63平米|西|简装|低楼层(共9层)|1994年|板塔结合,50700,114.10258779864787,22.543644069998027,114.09100241845763,22.540222017746487,241.75
广东省深圳市锦绣新居,3室1厅|72.97平米|南|精装|中楼层(共8层)|1992年|板塔结合,54300,114.09858566794117,22.54216001042058,114.0869849798994,22.53880882424112,397.0
广东省深圳市庆福园大厦,1室1厅|36.76平米|东北|其他|高楼层(共33层)|2007年|板塔结合,61900,114.0872688151302,22.5418420670825,114.07562764910917,22.53869319823476,279.8
广东省深圳市南园新村,3室1厅|75.61平米|南|精装|中楼层(共6层)|1983年|板楼,75000,114.09909446818185,22.545435367824243,114.08749424777406,22.542074538494823,604.6666666666666
广东省深圳市下步庙北区,2室1厅|78.94平米|南北|其他|低楼层(共8层)|1983年|板塔结合,63200,114.09480757462852,22.542894281456235,114.08319193722424,22.539611925808547,523.3333333333334
广东省深圳市国际文化大厦,1室1厅|58.4平米|南|其他|35层|2000年|塔楼,32192,114.0841649001026,22.54513629131709,114.072513540116,22.542036538098746,188.0
广东省深圳市京海花园,4室1厅|126平米|西北|精装|高楼层(共32层)|1998年|塔楼,46600,114.08887803962024,22.54295327999167,114.07724145179758,22.539777008887626,533.0
广东省深圳市中电大院,1室1厅|50.41平米|南|其他|低楼层(共6层)|1981年|板楼,58400,114.09553619022743,22.54558957889208,114.0839219882035,22.542293496870265,295.0
广东省深圳市建设银行宿舍,2室2厅|77.12平米|南|简装|中楼层(共8层)|1999年|板楼,60300,114.09132205942042,22.54156810113954,114.07969424154568,22.53834907923873,466.0
广东省深圳市怡静苑,4室2厅|98平米|西南|精装|高楼层(共33层)|1994年|板塔结合,58000,114.0154309641988,22.664107039300205,114.00398466338991,22.66062911896379,569.0
广东省深圳市彩云居,3室2厅|115平米|南|其他|高楼层(共30层)|2001年|板塔结合,63900,114.08432102560018,22.540267110065063,114.0726721082362,22.537165602124954,735.0
广东省深圳市中通锦龙花园,3室1厅|111.4平米|南|精装|低楼层(共24层)|2012年|板塔结合,67400,114.09779785400916,22.54260404500812,114.08619388236346,22.53926708963649,751.0
广东省深圳市运输局住宅,2室1厅|83.84平米|东南|简装|8层|1993年|平房,55105,113.909342969947,22.56667396417373,113.8980014142644,22.5636006792906,462.0
广东省深圳市华海大厦附属楼,2室1厅|67.32平米|西|其他|中楼层(共10层)|板楼,48426,114.09001295880115,22.54390901933229,114.0783796708791,22.540712881407885,326.0
广东省深圳市雷圳大厦,3室2厅|92.32平米|东北|简装|中楼层(共31层)|2001年|板塔结合,50100,114.0880036290371,22.54486408439499,114.07636335176812,22.541702468633297,463.0
广东省深圳市香山里花园一期,3室2厅|162平米|南|精装|32层|2010年|板塔结合,79700,113.98083973427636,22.5591970178277,113.9694289410033,22.556063306139187,1366.3333333333333
广东省深圳市世界花园樱花居,3室2厅|94.54平米|南|精装|中楼层(共7层)|1996年|板楼,72985,113.98172690079774,22.544657550577053,113.9703288311381,22.541509133052752,809.6315789473684
广东省深圳市天鹅堡,4室2厅|153平米|东南|精装|低楼层(共20层)|2006年|塔楼,76000,113.98244302995006,22.601766457876483,113.97100587889108,22.598590984821104,1841.326923076923
广东省深圳市深云村,3室2厅|90平米|北|其他|低楼层(共34层)|2011年|塔楼,86667,113.99914639208872,22.56118460793729,113.98773691274666,22.55775705733089,811.9411764705883
广东省深圳市锦绣花园一期,3室2厅|117.04平米|东南|其他|低楼层(共33层)|1997年|塔楼,63227,114.02241942174189,22.55339077919202,114.010942056977,22.5499823001216,913.1666666666666
广东省深圳市首地容御,2室2厅|89.86平米|东|精装|18层|2011年|板楼,91700,113.97996182030175,22.556663614048897,113.9685524781767,22.553548381826243,1081.3650793650793
广东省深圳市高发公寓,1室0厅|22.2平米|北|其他|7层|1999年|板楼,57658,113.98111542423727,22.56279553509409,113.9697011748638,22.55965526109088,192.1
广东省深圳市香山美墅三期,4室2厅|177平米|东南南|精装|42层|2016年|板塔结合,80600,113.97614006934138,22.55671885179812,113.96472556564882,22.553682045665333,1476.7297297297298
广东省深圳市香山里花园二期,3室2厅|144.18平米|东南|精装|33层|2011年|板楼,80600,113.97892454692976,22.55925125328092,113.96751129645658,22.55615653431825,1304.837837837838
广东省深圳市香山美墅·果岭,4室2厅|202平米|西南|毛坯|47层|2018年|板楼,80600,113.97392933948204,22.55605324377448,113.96251233997162,22.55306187754158,1494.0967741935483
广东省深圳市波托菲诺纯水岸十六期,4室2厅|165.42平米|东南|精装|高楼层(共29层)|2013年|板楼,123800,113.97783238709108,22.5550599573125,113.96642178765836,22.55198874288764,2355.25
广东省深圳市香山美墅云颂,4室2厅|171.29平米|东南西南西北|精装|45层|2018年|板塔结合,149922,113.9761922608915,22.55882913400704,113.96477573124166,22.5557907023667,2079.4
广东省深圳市中旅广场,8室2厅|223平米|北|其他|高楼层(共34层)|1996年|板塔结合,66000,113.9891005517434,22.54166273336112,113.97770967637598,22.53837647501376,777.3870967741935
广东省深圳市波托菲诺纯水岸十五期,7室2厅|311.45平米|南|其他|中楼层(共12层)|2012年|板楼,123800,113.97854195861318,22.5549690058216,113.96713239120436,22.551883234556524,3225.1111111111113
广东省深圳市聚龙居,5室2厅|229.48平米|南|精装|中楼层(共11层)|1996年|板塔结合,65366,114.23846252563408,22.66576168614563,114.2271938524485,22.66229525581089,1427.0
广东省深圳市波托菲诺纯水岸四期,7室1厅|216.66平米|东南|精装|高楼层(共11层)|2007年|板楼,123800,113.97930282337988,22.555589310473923,113.96789367048964,22.55248779749669,3208.3125
广东省深圳市天鹅湖花园二期,5室1厅|257.32平米|南|毛坯|低楼层(共42层)|2018年|板楼,125000,113.9920789734913,22.55205602278026,113.98068235343456,22.54871981366085,2855.5
广东省深圳市燕晗山苑,2室2厅|98.65平米|西|其他|低楼层(共41层)|2015年|板塔结合,90000,113.99764514392096,22.54768626467536,113.98624920745816,22.5442774849904,1257.6470588235295
广东省深圳市侨香诺园,3室1厅|126.75平米|南|简装|低楼层(共29层)|2008年|板楼,90000,113.98064031045324,22.557999326643664,113.96923048890226,22.5548699686694,1218.3636363636363
广东省深圳市世界花园雅兰居,3室2厅|90.26平米|南|精装|中楼层(共7层)|1996年|板楼,69245,113.98062270366523,22.544846894117427,113.96922324034138,22.541720694033543,813.3333333333334
广东省深圳市中新街芳华苑,5室1厅|129.77平米|南|精装|中楼层(共7层)|1989年|板塔结合,65800,113.98562716365969,22.542984239608963,113.97423368492436,22.539760183592684,656.6666666666666
广东省深圳市天鹅湖花园三期,3室1厅|122.38平米|东南|精装|高楼层(共51层)|2019年|板塔结合,146920,113.9938819624798,22.55005403056076,113.98248663673614,22.54669191542169,2146.714285714286
广东省深圳市京基御景东方东堤园,5室2厅|334.38平米|南西南北|精装|低楼层(共24层)|2007年|板塔结合,100000,113.97780364131476,22.53603884514796,113.9664031762629,22.532971179841606,3432.6666666666665
广东省深圳市中新街社区,3室1厅|88.22平米|南北|精装|高楼层(共6层)|1987年|板塔结合,70900,113.98893158047704,22.543490357424023,113.9775398919769,22.540206758869196,508.0
广东省深圳市东组团,3室2厅|94.39平米|南|精装|高楼层(共6层)|1988年|板塔结合,68864,113.99691904357748,22.54216192976132,113.98552660987724,22.53876220568507,567.9
广东省深圳市波托菲诺纯水岸一期,3室2厅|176.97平米|东|精装|低楼层(共9层)|2002年|板楼,90000,114.02241942174189,22.55339077919202,114.010942056977,22.5499823001216,2002.4375
广东省深圳市绿景美景广场,2室2厅|48.08平米|南|毛坯|中楼层(共38层)|2020年|板楼,84235,113.98515043292568,22.55886250976316,113.97374443845956,22.555644152522923,407.0625
广东省深圳市海景花园,2室2厅|93.19平米|南北|精装|中楼层(共32层)|1992年|塔楼,68200,113.88951036056535,22.573519684516206,113.8781817603021,22.57022462805537,735.9333333333333
广东省深圳市波托菲诺纯水岸九期,6室2厅|292平米|东南北|毛坯|低楼层(共27层)|2009年|板楼,123800,113.98171019231526,22.554695483449542,113.97030479563443,22.551545405924124,3437.9
广东省深圳市锦绣花园二期,5室2厅|282.14平米|东南|精装|33层|2001年|板塔结合,77900,114.00104918281932,22.541685848982,113.989652147983,22.53824542284754,1479.8260869565217
广东省深圳市华侨城LOFT公馆,5室1厅|310平米|南|其他|中楼层(共41层)|2014年|板塔结合,99900,114.0013619727978,22.543441039183623,113.98996373825464,22.539997911471545,2970.909090909091
广东省深圳市波托菲诺纯水岸七期,5室2厅|275.96平米|东南|其他|高楼层(共28层)|2009年|板楼,123800,113.98267928429912,22.554620051924008,113.9712750249736,22.551450696648228,3133.4285714285716
广东省深圳市世纪假日广场,2室1厅|78.79平米|西|精装|中楼层(共34层)|2008年|塔楼,70400,113.92957420918076,22.511291846386072,113.91817828303478,22.50855398004404,380.22222222222223
广东省深圳市东方花园桂花苑,3室2厅|123.11平米|西南南|其他|中楼层(共30层)|1994年|板塔结合,77980,113.98498855827285,22.54011998630409,113.97359557153,22.536908324007435,1144.9444444444443
广东省深圳市光侨街住宅区,2室1厅|68.27平米|南|精装|中楼层(共6层)|1985年|板塔结合,78000,113.99285807385986,22.5420204826217,113.98146756507248,22.538674353528485,547.3333333333334
广东省深圳市世界花园海华居,5室2厅|202.25平米|东南|其他|中楼层(共23层)|2002年|塔楼,62000,113.98123939039765,22.545914105835053,113.96984007781056,22.542775282224294,1104.3
广东省深圳市锦绣花园三期,3室2厅|155.54平米|西南|简装|低楼层(共32层)|2003年|板塔结合,88000,114.00259399880434,22.542079982232814,113.99119424033506,22.538628122502125,1436.5
广东省深圳市陶然居,3室1厅|55.7平米|南|其他|低楼层(共6层)|2001年|板楼,68000,113.98520846346162,22.560525529905988,113.9738008020993,22.557305622287707,250.64705882352942
广东省深圳市香山美墅二期,4室1厅|244.19平米|南|精装|中楼层(共11层)|2014年|板楼,111900,113.97614006934138,22.55671885179812,113.96472556564882,22.553682045665333,2498.9
广东省深圳市美加广场,6室3厅|274平米|南|精装|低楼层(共20层)|1999年|板塔结合,32000,113.9842334426614,22.54453988874705,113.97283803329196,22.541342145072758,580.3181818181819
广东省深圳市假日湾,6室3厅|260平米|南|简装|高楼层(共27层)|2004年|塔楼,78100,113.98388409164868,22.545566630827544,113.9724878070676,22.54237549081636,958.2222222222222
广东省深圳市汇文楼,3室2厅|124.86平米|南|简装|高楼层(共34层)|1997年|板塔结合,61000,114.06455183658753,22.548456637984177,114.05288605746053,22.545517145275475,754.0
广东省深圳市光华街住宅区,3室1厅|62.78平米|南|其他|高楼层(共5层)|1986年|板楼,74000,113.9971390385968,22.540735434900487,113.98574692460129,22.537333338150045,540.1428571428571
广东省深圳市世界花园香山居,4室2厅|130.61平米|南北|简装|低楼层(共8层)|1997年|板楼,67989,113.98206816706087,22.545583487224413,113.97066998645136,22.54242810547665,888.0
广东省深圳市高发单身宿舍,1室0厅|30.08平米|东南|简装|中楼层(共7层)|1993年|板楼,62168,113.98544301103018,22.56068898555989,113.97403537252914,22.55746460383372,189.77777777777777
广东省深圳市侨城坊,2室1厅|106.82平米|东南|其他|中楼层(共60层)|2018年|板塔结合,93429,113.98696483039414,22.55837021653178,113.9755606939967,22.555118292087787,1456.8333333333333
广东省深圳市康佳苑,4室2厅|152.68平米|南|其他|低楼层(共18层)|2006年|板塔结合,63532,113.99867828508764,22.542503571982305,113.9872840497992,22.539084656720505,721.0
广东省深圳市荔枝苑,3室2厅|90.95平米|东南|其他|中楼层(共7层)|1990年|板塔结合,69800,113.98518959904592,22.54263642334288,113.97379590936065,22.53942066071333,600.5555555555555
广东省深圳市深业鹤塘岭花园,3室2厅|95平米|南|毛坯|高楼层(共32层)|2021年|板楼,105158,114.07683598477132,22.56170742918595,114.06515643577907,22.558699145194467,1349.6
广东省深圳市荔园新村(杜鹃山西街),3室2厅|89.38平米|南|简装|低楼层(共8层)|1994年|板楼,69367,113.98480296835451,22.548178679918703,113.97340592390589,22.544969396313952,613.4545454545455
广东省深圳市一辉花园,4室2厅|162.22平米|南|精装|中楼层(共8层)|2002年|板塔结合,68000,113.97912540804172,22.556355800864424,113.96771529800272,22.55325772575712,1043.3846153846155
广东省深圳市佛山街,3室2厅|108.09平米|南|其他|低楼层(共7层)|1991年|板塔结合,67400,113.98553041615628,22.54160481911691,113.97413740371564,22.53838275073078,673.25
广东省深圳市荔海楼,3室2厅|117.57平米|南|其他|中楼层(共34层)|1997年|塔楼,71300,113.99064985925595,22.54672295813451,113.97925696549918,22.54341022798384,839.0
广东省深圳市世界花园米兰居,2室1厅|85.04平米|南北|精装|中楼层(共7层)|1996年|板塔结合,70556,113.97895113677282,22.54578284316606,113.96754906291989,22.542690568040328,611.0
广东省深圳市锦绣公寓,3室2厅|132.39平米|南北|其他|高楼层(共8层)|1992年|板塔结合,68000,113.79417220868685,22.74698686276863,113.78255614957013,22.743802574672493,901.0
广东省深圳市东方花园,4室2厅|227.04平米|东南南|毛坯|低楼层(共3层)|暂无数据,92000,113.9859941214604,22.538615025462068,113.97460231060916,22.535384578614767,1553.75
广东省深圳市燕晗花园,3室2厅|118.88平米|南北|精装|中楼层(共34层)|2006年|板塔结合,85000,113.9957375023406,22.5489926089624,113.98434212382946,22.545606083752126,1011.0
广东省深圳市波托菲诺纯水岸十四期,5室2厅|291.38平米|南|精装|中楼层(共29层)|2012年|板楼,123800,113.97930282337988,22.555589310473923,113.96789367048964,22.55248779749669,3661.0
广东省深圳市香山美墅一期,6室3厅|283.89平米|东南|精装|低楼层(共5层)|2014年|板塔结合,111900,113.97614006934138,22.55671885179812,113.96472556564882,22.553682045665333,3323.0
广东省深圳市天鹅湖花园一期,6室1厅|371.59平米|南|精装|低楼层(共42层)|2016年|板楼,125000,113.98983833005852,22.553595213722925,113.97844008652211,22.550294390886545,4299.2
广东省深圳市懿德轩,6室1厅|337.15平米|南|精装|低楼层(共10层)|2011年|塔楼,142370,113.92522388979678,22.53249891518708,113.91385432245018,22.52970142404128,4800.0
广东省深圳市侨城一号广场,4室2厅|255平米|南北|精装|高楼层(共59层)|塔楼,152942,113.99254330760924,22.55392848307265,113.9811450560966,22.550584848902268,3900.0
广东省深圳市景莲花园,3室2厅|103.32平米|南北|精装|中楼层(共8层)|1997年|板塔结合,77430,114.05325106344516,22.557856894645745,114.04160820009716,22.554860171176188,584.8
广东省深圳市华富综合楼,2室2厅|84.81平米|南|精装|中楼层(共8层)|1996年|板塔结合,64851,114.05323372614885,22.555351585766427,114.04159336181364,22.55235534079573,550.0
广东省深圳市特区报社宿舍楼,2室1厅|79.42平米|南|其他|高楼层(共28层)|1996年|板塔结合,69253,114.05336595671986,22.5472028598784,114.0417315791471,22.54420958444431,550.0
广东省深圳市茗香苑,5室1厅|113.58平米|南|其他|低楼层(共11层)|1999年|板塔结合,67600,114.04932583290922,22.56091331199721,114.03769634163147,22.55787435634751,799.0
广东省深圳市景城府,2室2厅|69.29平米|南|其他|低楼层(共11层)|2003年|板塔结合,89800,114.0486129324376,22.55775217741119,114.0369899568156,22.55470558028416,682.0
广东省深圳市鲁班大厦,3室2厅|94.97平米|南|精装|高楼层(共27层)|1998年|塔楼,52100,114.05108156580874,22.553047578819072,114.03945203108375,22.55003034026843,495.0
广东省深圳市大冲新城花园,3室2厅|124.85平米|南|精装|41层|2016年|塔楼,80097,113.958804479785,22.547999187633724,113.94737701127184,22.545273190378484,657.34375
广东省深圳市海文花园,3室2厅|106.18平米|南|其他|8层|2000年|板楼,84574,113.93823274463,22.529398384784944,113.9268256885549,22.52674684489069,874.5833333333334
广东省深圳市华润城润府一期,3室2厅|88.46平米|东南|精装|39层|2016年|塔楼,132000,113.96183949478002,22.554898998164827,113.95040861239386,22.552128911305992,1332.3551401869158
广东省深圳市华润城润府三期,2室2厅|88.86平米|西南|精装|35层|2019年|板塔结合,123228,113.96117304192238,22.55237519396576,113.94974384068996,22.5496156270362,1611.0
广东省深圳市科技园三十区,1室1厅|32.19平米|南|其他|高楼层(共7层)|1992年|板楼,61821,113.95721529470325,22.550389295211453,113.94578538837956,22.54768230704037,209.33333333333334
广东省深圳市创世纪滨海花园,3室2厅|78.05平米|西|精装|16层|2000年|塔楼,84000,113.93673131680112,22.52932560991284,113.92532767436124,22.52666379046856,862.5217391304348
广东省深圳市松坪村东区三期,2室1厅|59.37平米|西北|精装|高楼层(共34层)|2012年|塔楼,64006,113.9633118175104,22.56537354630966,113.95187149239707,22.56257761464856,431.42857142857144
广东省深圳市华润城润府二期,2室1厅|88.89平米|东南|精装|36层|2017年|板塔结合,127124,113.96114025377128,22.54974445011439,113.9497131114512,22.54698592497294,1677.1612903225807
广东省深圳市汇景豪苑,3室2厅|97.23平米|东南|简装|高楼层(共32层)|2000年|塔楼,63767,113.94946003638164,22.54683911604063,113.93803365640524,22.54419616253332,729.25
广东省深圳市松坪村菊苑,3室2厅|77.19平米|南|精装|低楼层(共7层)|板楼,60501,113.95838703721466,22.562747141641125,113.9469458533412,22.56002287053444,486.6666666666667
广东省深圳市英伦名苑二期,3室2厅|124.7平米|南|其他|高楼层(共11层)|2004年|板楼,97835,113.96367724819171,22.553328530902576,113.95224949425156,22.5505298990994,1308.6666666666667
广东省深圳市科技园三十六区,3室2厅|93.42平米|南|其他|7层|1995年|板楼,85100,113.95565016981833,22.5521004981824,113.94421847739429,22.549410278779423,789.2857142857143
广东省深圳市大冲城市花园,3室2厅|100平米|南|精装|39层|2014年|板塔结合,123000,113.9631690767649,22.549971002989786,113.95174355122138,22.547181318983665,1700.2631578947369
广东省深圳市海怡东方花园,2室1厅|77.09平米|北|简装|26层|2004年|塔楼,102000,113.95772103350976,22.53198128342408,113.94629740668368,22.529270339999165,1010.03125
广东省深圳市深南花园,3室1厅|82.51平米|南|简装|低楼层(共34层)|1995年|板塔结合,49691,113.95125709655376,22.546617230988872,113.93982988688956,22.543964582206733,593.3
广东省深圳市阳光带海滨城二期,2室2厅|82.51平米|东南|精装|低楼层(共26层)|2004年|塔楼,132000,113.95346405352994,22.53136754793606,113.94203965169228,22.528700078220865,1618.8095238095239
广东省深圳市科苑学里,6室2厅|186.79平米|北|简装|低楼层(共13层)|2005年|塔楼,95000,113.9592251562552,22.55541975747817,113.94779189501912,22.5526866477171,1149.4347826086957
广东省深圳市城市山谷三期,5室2厅|166.24平米|南|精装|低楼层(共16层)|2006年|板楼,131100,113.96212398813492,22.55704301850077,113.9506913102668,22.55426806179188,1233.9285714285713
广东省深圳市中信海阔天空,3室2厅|125.98平米|南|精装|低楼层(共29层)|2004年|塔楼,117300,113.95137926610307,22.531711220119806,113.93995545231202,22.529059105270694,1267.5625
广东省深圳市阳光带海滨城一期,5室2厅|276.53平米|东南|毛坯|高楼层(共29层)|2003年|塔楼,117500,113.9598289972188,22.53089301517936,113.94840630952515,22.528154950542564,1939.962962962963
广东省深圳市深圳市软件产业基地,3室1厅|102.55平米|南|精装|中楼层(共18层)|2014年|板塔结合,64652,113.9451217597532,22.529448459215704,113.9337026733472,22.526817422636423,542.0
广东省深圳市英伦名苑三期,3室2厅|109.85平米|南|其他|高楼层(共18层)|2005年|板楼,105600,113.9621962118979,22.553028136613094,113.95076731156443,22.550253053721637,947.6428571428571
广东省深圳市金地国际公寓,3室2厅|33.73平米|南|其他|高楼层(共26层)|2015年|塔楼,296472,113.95736341808636,22.533357963708315,113.94593980334182,22.5306512522323,796.6666666666666
广东省深圳市珑御府,4室2厅|180.14平米|南北|精装|中楼层(共29层)|2014年|板楼,132000,113.95588238179256,22.5319463988864,113.9444581812266,22.529256159945145,2657.6666666666665
广东省深圳市学林雅院,2室2厅|83.45平米|南|其他|高楼层(共7层)|2001年|板楼,81486,113.93776966813977,22.530634884023097,113.926363952321,22.527980409184963,927.5
广东省深圳市博海名苑,4室2厅|140平米|南东|精装|低楼层(共30层)|2008年|板楼,132000,113.95928004272184,22.529552113229023,113.94785669186024,22.526821422799053,2173.2
广东省深圳市科苑居,1室0厅|25.56平米|北|简装|低楼层(共16层)|1992年|板塔结合,97810,113.94991826202214,22.54855343501601,113.93849046857392,22.545907981050863,314.76190476190476
广东省深圳市凯丽花园,3室2厅|96.31平米|东南|简装|高楼层(共8层)|1997年|板楼,77874,113.94613657548749,22.54898626711041,113.93471175389575,22.54635268300077,558.0
广东省深圳市晶品居,2室1厅|56.82平米|南|简装|低楼层(共18层)|2005年|板塔结合,82800,113.94062960339092,22.55075579926756,113.92921182437424,22.548114393458984,561.3529411764706
广东省深圳市科技园三十四区,1室1厅|51.61平米|南|精装|高楼层(共7层)|1992年|板楼,110444,113.95351759253832,22.55313786404831,113.94208494625668,22.550467319802795,476.46153846153845
广东省深圳市阳光粤海,2室2厅|73.73平米|东|精装|35层|2019年|塔楼,96000,113.93457188018638,22.51949063054041,113.92316857652824,22.51680988342469,1327.0
广东省深圳市朗景园,2室1厅|62.32平米|南北|精装|14层|2001年|板楼,99487,113.95715896375236,22.546733388985,113.94573156711463,22.54402774975884,529.1428571428571
广东省深圳市科苑西住宅小区,4室1厅|107平米|南北|精装|低楼层(共7层)|1988年|板楼,93365,113.95111202021394,22.54809398228693,113.93968392555114,22.545441969458267,626.3333333333334
广东省深圳市通讯小区,2室1厅|71.86平米|南|简装|低楼层(共8层)|1997年|板楼,95000,113.95536190358024,22.555815937081952,113.94392684844236,22.553127763661045,718.6666666666666
广东省深圳市阳光海景豪苑,2室1厅|78.21平米|南|简装|31层|2002年|塔楼,82471,113.94051264401357,22.54804399814261,113.92909706164932,22.54540265922562,536.5
广东省深圳市滨福庭园,3室2厅|107.06平米|东|精装|中楼层(共9层)|2005年|板塔结合,129400,113.95495191694565,22.531866948901264,113.94352757480156,22.529186085414,1632.2
广东省深圳市桑达苑,3室1厅|80.99平米|南|其他|高楼层(共7层)|1995年|板楼,85000,113.95348471455668,22.55602954650025,113.94204943085263,22.553358577653327,709.0
广东省深圳市英伦名苑一期,3室2厅|121.89平米|南|简装|低楼层(共6层)|2002年|板楼,101800,113.96306181908705,22.55436321727974,113.95163253672364,22.551574268955147,1252.375
广东省深圳市汇园雅居,3室2厅|82.34平米|南北|其他|15层|2000年|板塔结合,84892,113.94054498301192,22.548734011364253,113.9291288655309,22.54609267373429,730.4
广东省深圳市松坪村梅苑,3室1厅|76.26平米|南|简装|中楼层(共7层)|1994年|板楼,65566,113.96032126863813,22.56618228319481,113.94887751945532,22.56343126682322,496.0
广东省深圳市科技园五十八区,3室2厅|95.32平米|南|精装|7层|1997年|板楼,91062,113.95809095571866,22.554818977449944,113.9466576553466,22.552100505840173,711.75
广东省深圳市恒立听海花园,4室2厅|165.55平米|南|精装|低楼层(共18层)|板塔结合,132000,113.95440170482097,22.52949369310237,113.94297682571036,22.526817987984707,1357.9615384615386
